"Name"
"Rosa virginiana"
"Rosa agrestis"
"Rosa ×inodora"
"Rosa arvensis"
"Rosa ×deseglisei"
"Rosa caesia"
"Rosa ×margerisonii"
"Rosa ×subcollina"
"Rosa canina"
"Rosa ×dumetorum"
"Rosa ×grovesii"
"Rosa ×nitidula"
"Rosa ×subcanina"
"Rosa ×insignis"
"Rosa corymbifera"
"Rosa ×hibernica"
"Rosa elliptica"
"Rosa ferruginea"
"Rosa gallica"
"Rosa micrantha"
"Rosa ×gremlii"
"Rosa multiflora"
"Rosa rubiginosa"
"Rosa ×avrayensis"
"Rosa ×biturigensis"
"Rosa ×timbalii"
"Rosa rugosa"
"Rosa sherardii"
"Rosa ×suberectiformis"
"Rosa spinosissima"
"Rosa spinosissima"
"Rosa ×andrzejowskii"
"Rosa squarrosa"
"Rosa ×dumalis"
"Rosa stylosa"
"Rosa ×andegavensis"
"Rosa tomentosa"
"Rosa tomentella"
"Rosa villosa"
"Rosa vosagiaca"
"Prunus fruticosa"
"Prunus fruticosa"
"Prunus serrulata"
"Prunus subhirtella"
"Prunus triloba"
"Prunus triloba"
"Prunus ×yedoensis"
"Prunus tomentosa"
"Prunus ×simmleri"
"Prunus serotina"
"Prunus padus"
"Prunus virginiana"
"Prunus armeniaca"
"Prunus persica"
"Prunus spinosa"
"Prunus ×fruticans"
"Prunus cerasifera"
"Prunus cerasifera"
"Prunus cerasifera"
"Prunus cerasifera"
"Prunus domestica"
"Prunus domestica"
"Prunus domestica"
"Prunus domestica"
"Prunus domestica"
"Prunus mahaleb"
"Prunus cerasus"
"Prunus avium"
"Prunus avium"
"Prunus avium"
"Prunus laurocerasus"
"Prunus laurocerasus"
"Prunus laurocerasus"
"Prunus lusitanica"
"Cydonia oblonga"
"Cotoneaster ambiguus"
"Cotoneaster ascendens"
"Cotoneaster boisianus"
"Cotoneaster bullatus"
"Cotoneaster ganghobaensis"
"Cotoneaster laetevirens"
"Cotoneaster lucidus"
"Cotoneaster mairei"
"Cotoneaster moupinensis"
"Cotoneaster nanshan"
"Cotoneaster qungbixiensis"
"Cotoneaster zabelii"
"Cotoneaster conspicuus"
"Cotoneaster coriaceus"
"Cotoneaster hylmoei"
"Cotoneaster integrifolius"
"Cotoneaster microphyllus"
"Cotoneaster integerrimus"
"Cotoneaster horizontalis"
"Cotoneaster dammeri"
"Cotoneaster ×suecicus"
"Cotoneaster salicifolius"
"Cotoneaster ×watereri"
"Cotoneaster frigidus"
"Cotoneaster franchetii"
"Cotoneaster sternianus"
"Cotoneaster dielsianus"
"Cotoneaster fangianus"
"Cotoneaster divaricatus"
"Cotoneaster hjelmqvistii"
"Cotoneaster villosulus"
"Cotoneaster simonsii"
"Cotoneaster rehderi"
"Malus sylvestris"
"Malus sylvestris"
"Malus sylvestris"
"Malus baccata"
"Malus floribunda"
"Malus hupehensis"
"Malus pumila"
"Malus ×purpurea"
"Malus sieboldii"
"Malus spectabilis"
"Pyrus communis"
"Pyrus communis"
"Pyrus communis"
"Pyrus caucasica"
"Pyrus nivalis"
"Pyrus calleryana"
"Pyrus salicifolia"
"Pyrus salicifolia"
"Amelanchier ovalis"
"Amelanchier ovalis"
"Amelanchier lamarckii"
"Amelanchier spicata"
"Crataegus ×media"
"Crataegus ×macrocarpa"
"Crataegus ×subsphaerica"
"Crataegus ×lavallei"
"Crataegus pedicellata"
"Crataegus persimilis"
"Crataegus laevigata"
"Crataegus laevigata"
"Crataegus laevigata"
"Crataegus rosiformis"
"Crataegus rosiformis"
"Crataegus rosiformis"
"Crataegus monogyna"
"Crataegus germanica"
"Aronia prunifolia"
"Aronia arbutifolia"
"Aronia melanocarpa"
"Sorbus graeca"
"Sorbus aucuparia"
"Sorbus aucuparia"
"Sorbus aucuparia"
"Sorbus ×thuringiaca"
"Sorbus domestica"
"Sorbus torminalis"
"Sorbus aria"
"Sorbus aria"
"Sorbus aria"
"Sorbus ×tomentella"
"Sorbus latifolia"
"Sorbus remensis"
"Sorbus semiincisa"
"Sorbus intermedia"
"Hippophae rhamnoides"
"Hippophae rhamnoides"
"Hippophae rhamnoides"
"Hippophae rhamnoides"
"Elaeagnus pungens"
"Elaeagnus ×submacrophylla"
"Elaeagnus macrophylla"
"Elaeagnus multiflora"
"Elaeagnus angustifolia"
"Elaeagnus umbellata"
"Ceanothus ×delileanus"
"Ceanothus americanus"
"Ceanothus coeruleus"
"Ziziphus lotus"
"Rhamnus cathartica"
"Rhamnus alaternus"
"Frangula alnus"
"Zelkova serrata"
"Ulmus laevis"
"Ulmus glabra"
"Ulmus glabra"
"Ulmus glabra"
"Ulmus glabra"
"Ulmus minor"
"Ulmus minor"
"Ulmus minor"
"Ulmus minor"
"Ulmus minor"
"Ulmus ×hollandica"
"Celtis australis"
"Celtis occidentalis"
"Humulus lupulus"
"Humulus scandens"
"Cannabis sativa"
"Broussonetia papyrifera"
"Ficus carica"
"Morus alba"
"Morus kagayamae"
"Morus nigra"
"Laportea aestuans"
"Pilea hyalina"
"Pilea microphylla"
"Pilea peperomioides"
"Urtica membranacea"
"Urtica pilulifera"
"Urtica dioica"
"Urtica urens"
"Parietaria officinalis"
"Parietaria judaica"
"Soleirolia soleirolii"
"Nothofagus antarctica"
"Fagus sylvatica"
"Fagus sylvatica"
"Fagus sylvatica"
"Fagus sylvatica"
"Fagus sylvatica"
"Fagus sylvatica"
"Fagus sylvatica"
"Quercus coccinea"
"Quercus palustris"
"Quercus frainetto"
"Quercus ilex"
"Quercus suber"
"Quercus ×turneri"
"Quercus ×rosacea"
"Quercus pubescens"
"Quercus ×streimii"
"Quercus ×kerneri"
"Quercus robur"
"Quercus petraea"
"Quercus cerris"
"Quercus pyrenaica"
"Quercus rubra"
"Castanea sativa"
"Myrica gale"
"Juglans regia"
"Juglans nigra"
"Pterocarya fraxinifolia"
"Pterocarya ×rhederiana"
"Pterocarya pterocarpa"
"Corylus avellana"
"Corylus avellana"
"Corylus avellana"
"Corylus avellana"
"Corylus avellana"
"Corylus colurna"
"Corylus maxima"
"Corylus maxima"
"Carpinus betulus"
"Carpinus betulus"
"Carpinus betulus"
"Alnus ×badensis"
"Alnus ×spaethii"
"Alnus japonica"
"Alnus subcordata"
"Alnus alnobetula"
"Alnus alnobetula"
"Alnus glutinosa"
"Alnus incana"
"Alnus cordata"
"Betula ×aurata"
"Betula papyrifera"
"Betula nana"
"Betula pendula"
"Betula pendula"
"Betula pubescens"
"Betula pubescens"
"Citrullus lanatus"
"Ecballium elaterium"
"Sicyos angulatus"
"Thladiantha dubia"
"Bryonia dioica"
"Cucurbita maxima"
"Cucurbita pepo"
"Cucurbita moschata"
"Cucumis dipsaceus"
"Cucumis myriocarpus"
"Cucumis melo"
"Cucumis sativus"
"Celastrus orbiculatus"
"Euonymus japonicus"
"Euonymus hederaceus"
"Euonymus alatus"
"Euonymus europaeus"
"Euonymus latifolius"
"Parnassia palustris"
"Parnassia palustris"
"Parnassia palustris"
"Oxalis articulata"
"Oxalis tetraphylla"
"Oxalis triangularis"
"Oxalis ×uittienii"
"Oxalis conorrhiza"
"Oxalis exilis"
"Oxalis pes-caprae"
"Oxalis acetosella"
"Oxalis debilis"
"Oxalis latifolia"
"Oxalis vallicola"
"Oxalis stricta"
"Oxalis corniculata"
"Oxalis corniculata"
"Oxalis dillenii"
"Hypericum calycinum"
"Hypericum ×inodorum"
"Hypericum hircinum"
"Hypericum ×moserianum"
"Hypericum patulum"
"Hypericum ×hidcoteense"
"Hypericum ×cyathiflorum"
"Hypericum olympicum"
"Hypericum majus"
"Hypericum androsaemum"
"Hypericum elodes"
"Hypericum humifusum"
"Hypericum perforatum"
"Hypericum perforatum"
"Hypericum tetrapterum"
"Hypericum desetangsii"
"Hypericum maculatum"
"Hypericum maculatum"
"Hypericum maculatum"
"Hypericum hirsutum"
"Hypericum montanum"
"Hypericum linariifolium"
"Hypericum pulchrum"
"Elatine alsinastrum"
"Elatine hexandra"
"Elatine triandra"
"Elatine hydropiper"
"Viola ×adulterina"
"Viola ×ritschliana"
"Viola ×semseyana"
"Viola ×scabra"
"Viola ×joannis-wagneri"
"Viola ×uechtritziana"
"Viola ×bavarica"
"Viola ×perplexa"
"Viola ×contempta"
"Viola ×aquisgranensis"
"Viola sororia"
"Viola collina"
"Viola odorata"
"Viola odorata"
"Viola mirabilis"
"Viola hirta"
"Viola hirta"
"Viola alba"
"Viola rupestris"
"Viola riviniana"
"Viola riviniana"
"Viola riviniana"
"Viola labradorica"
"Viola reichenbachiana"
"Viola canina"
"Viola canina"
"Viola canina"
"Viola canina"
"Viola canina"
"Viola lactea"
"Viola stagnina"
"Viola pumila"
"Viola elatior"
"Viola palustris"
"Viola altaica"
"Viola ×wittrockiana"
"Viola lutea"
"Viola lutea"
"Viola tricolor"
"Viola tricolor"
"Viola tricolor"
"Viola tricolor"
"Viola arvensis"
"Viola kitaibeliana"
"Passiflora caerulea"
"Passiflora edulis"
"Populus deltoides"
"Populus lasiocarpa"
"Populus alba"
"Populus ×canescens"
"Populus tremula"
"Populus nigra"
"Populus nigra"
"Populus nigra"
"Populus ×canadensis"
"Populus ×canadensis"
"Populus ×canadensis"
"Populus ×canadensis"
"Populus ×canadensis"
"Populus ×canadensis"
"Populus ×canadensis"
"Populus ×canadensis"
"Populus balsamifera"
"Populus trichocarpa"
"Populus ×generosa"
"Salix ×confinis"
"Salix ×fruticosa"
"Salix ×wimmeriana"
"Salix ×sordida"
"Salix ×speciosa"
"Salix aegyptiaca"
"Salix appendiculata"
"Salix exigua"
"Salix gracilistyla"
"Salix gracilistyla"
"Salix hookeriana"
"Salix integra"
"Salix lapponum"
"Salix ×meyeriana"
"Salix myrsinifolia"
"Salix phylicifolia"
"Salix salviifolia"
"Salix acutifolia"
"Salix alba"
"Salix alba"
"Salix alba"
"Salix alba"
"Salix ×erythroclados"
"Salix ×fragilis"
"Salix ×sepulcralis"
"Salix aurita"
"Salix ×ambigua"
"Salix ×capreola"
"Salix ×dichroa"
"Salix ×multinervis"
"Salix ×straehleri"
"Salix babylonica"
"Salix babylonica"
"Salix ×pendulina"
"Salix ×pendulina"
"Salix caprea"
"Salix ×reichardtii"
"Salix ×smithiana"
"Salix cinerea"
"Salix cinerea"
"Salix cinerea"
"Salix ×holosericea"
"Salix ×subsericea"
"Salix daphnoides"
"Salix eleagnos"
"Salix eleagnos"
"Salix eriocephala"
"Salix petiolaris"
"Salix euxina"
"Salix gmelinii"
"Salix irrorata"
"Salix pentandra"
"Salix purpurea"
"Salix purpurea"
"Salix purpurea"
"Salix ×leiophylla"
"Salix ×rubra"
"Salix repens"
"Salix repens"
"Salix repens"
"Salix repens"
"Salix ×friesiana"
"Salix triandra"
"Salix ×mollissima"
"Salix ×mollissima"
"Salix ×mollissima"
"Salix ×mollissima"
"Salix udensis"
"Salix viminalis"
"Ricinus communis"
"Acalypha indica"
"Manihot grahamii"
"Mercurialis annua"
"Mercurialis perennis"
"Euphorbia characias"
"Euphorbia dentata"
"Euphorbia epithymoides"
"Euphorbia heterophylla"
"Euphorbia lucida"
"Euphorbia myrsinites"
"Euphorbia oblongata"
"Euphorbia chamaesyce"
"Euphorbia glomerifera"
"Euphorbia glyptosperma"
"Euphorbia humifusa"
"Euphorbia nutans"
"Euphorbia serpens"
"Euphorbia serpens"
"Euphorbia serpens"
"Euphorbia vermiculata"
"Euphorbia ×pseudoesula"
"Euphorbia lathyris"
"Euphorbia amygdaloides"
"Euphorbia amygdaloides"
"Euphorbia amygdaloides"
"Euphorbia paralias"
"Euphorbia cyparissias"
"Euphorbia esula"
"Euphorbia esula"
"Euphorbia esula"
"Euphorbia ×pseudovirgata"
"Euphorbia loreyi"
"Euphorbia peplus"
"Euphorbia exigua"
"Euphorbia seguieriana"
"Euphorbia helioscopia"
"Euphorbia palustris"
"Euphorbia dulcis"
"Euphorbia dulcis"
"Euphorbia dulcis"
"Euphorbia flavicoma"
"Euphorbia platyphyllos"
"Euphorbia stricta"
"Euphorbia maculata"
"Euphorbia prostrata"
"Radiola linoides"
"Linum flavum"
"Linum grandiflorum"
"Linum hirsutum"
"Linum catharticum"
"Linum tenuifolium"
"Linum leonii"
"Linum petryi"
"Linum austriacum"
"Linum bienne"
"Linum usitatissimum"
"Phyllanthus tenellus"
"Pelargonium capitatum"
"Pelargonium candicans"
"Geranium ×cantabrigiense"
"Geranium dalmaticum"
"Geranium carolinianum"
"Geranium divaricatum"
"Geranium psilostemon"
"Geranium wallichianum"
"Geranium versicolor"
"Geranium ×magnificum"
"Geranium ibericum"
"Geranium platypetalum"
"Geranium pratense"
"Geranium sylvaticum"
"Geranium endressii"
"Geranium ×oxonianum"
"Geranium palustre"
"Geranium nodosum"
"Geranium phaeum"
"Geranium sanguineum"
"Geranium macrorrhizum"
"Geranium pyrenaicum"
"Geranium columbinum"
"Geranium dissectum"
"Geranium rotundifolium"
"Geranium molle"
"Geranium molle"
"Geranium molle"
"Geranium pusillum"
"Geranium lucidum"
"Geranium robertianum"
"Geranium robertianum"
"Geranium robertianum"
"Geranium purpureum"
"Geranium urbanum"
"Geranium alboroseum"
"Erodium maritimum"
"Erodium botrys"
"Erodium brachycarpum"
"Erodium crinitum"
"Erodium cygnorum"
"Erodium malacoides"
"Erodium manescavi"
"Erodium stephanianum"
"Erodium trifolium"
"Erodium ×anaristatum"
"Erodium moschatum"
"Erodium cicutarium"
"Erodium cicutarium"
"Erodium cicutarium"
"Erodium lebelii"
"Ammannia coccinea"
"Lythrum acutangulum"
"Lythrum virgatum"
"Lythrum portula"
"Lythrum salicaria"
"Lythrum junceum"
"Lythrum hyssopifolia"
"Trapa natans"
"Clarkia amoena"
"Clarkia elegans"
"Clarkia pulchella"
"Gaura parviflora"
"Gaura lindheimeri"
"Lopezia racemosa"
"Ludwigia palustris"
"Ludwigia grandiflora"
"Ludwigia grandiflora"
"Ludwigia grandiflora"
"Ludwigia peploides"
"Ludwigia peploides"
"Oenothera cambrica"
"Oenothera canovirens"
"Oenothera casimiri"
"Oenothera depressa"
"Oenothera drawertii"
"Oenothera elata"
"Oenothera ersteinensis"
"Oenothera fruticosa"
"Oenothera fruticosa"
"Oenothera issleri"
"Oenothera moravica"
"Oenothera nuda"
"Oenothera paradoxa"
"Oenothera parviflora"
"Oenothera pycnocarpa"
"Oenothera royfraseri"
"Oenothera rubricauloides"
"Oenothera speciosa"
"Oenothera stricta"
"Oenothera suaveolens"
"Oenothera victorini"
"Oenothera villosa"
"Oenothera wratislaviensis"
"Oenothera laciniata"
"Oenothera biennis"
"Oenothera glazioviana"
"Oenothera glazioviana"
"Oenothera glazioviana"
"Oenothera fallax"
"Oenothera velutina"
"Oenothera deflexa"
"Oenothera subterminalis"
"Oenothera oehlkersii"
"Oenothera rubricaulis"
"Epilobium ×novae-civitatis"
"Epilobium ×interjectum"
"Epilobium ×floridulum"
"Epilobium ×subhirsutum"
"Epilobium ×goerzii"
"Epilobium ×neogradense"
"Epilobium ×limosum"
"Epilobium ×heterocaule"
"Epilobium ×schmidtianum"
"Epilobium ×dacicum"
"Epilobium ×brachiatum"
"Epilobium ×rivulare"
"Epilobium ×persicinum"
"Epilobium ×palatinum"
"Epilobium ×palatinum"
"Epilobium ×palatinum"
"Epilobium ×borbasianum"
"Epilobium hirsutum"
"Epilobium parviflorum"
"Epilobium lanceolatum"
"Epilobium montanum"
"Epilobium collinum"
"Epilobium roseum"
"Epilobium ciliatum"
"Epilobium adenocaulon"
"Epilobium glandulosum"
"Epilobium palustre"
"Epilobium obscurum"
"Epilobium tetragonum"
"Epilobium tetragonum"
"Epilobium tetragonum"
"Epilobium angustifolium"
"Epilobium dodonaei"
"Epilobium brachycarpum"
"Circaea lutetiana"
"Circaea alpina"
"Circaea ×intermedia"
"Staphylea pinnata"
"Staphylea colchica"
"Cotinus coggygria"
"Rhus glabra"
"Rhus typhina"
"Rhus ×pulvinata"
"Koelreuteria paniculata"
"Cardiospermum halicacabum"
"Acer cappadocicum"
"Acer cissifolium"
"Acer japonicum"
"Acer monspessulanum"
"Acer palmatum"
"Acer pensylvanicum"
"Acer rubrum"
"Acer saccharinum"
"Acer tataricum"
"Acer tataricum"
"Acer pseudoplatanus"
"Acer pseudoplatanus"
"Acer pseudoplatanus"
"Acer pseudoplatanus"
"Acer platanoides"
"Acer campestre"
"Acer campestre"
"Acer campestre"
"Acer negundo"
"Acer rufinerve"
"Aesculus flava"
"Aesculus parviflora"
"Aesculus pavia"
"Aesculus hippocastanum"
"Aesculus carnea"
"Skimmia japonica"
"Dictamnus albus"
"Ruta graveolens"
"Ptelea trifoliata"
"Ailanthus altissima"
"Anoda cristata"
"Kitaibela vitifolia"
"Malope malacoides"
"Malope trifida"
"Malvastrum americanum"
"Malvastrum coromandelianum"
"Modiola caroliniana"
"Sida rhombifolia"
"Sida spinosa"
"Sidalcea oregana"
"Sphaeralcea bonariensis"
"Tilia tomentosa"
"Tilia ×petiolaris"
"Tilia mandshurica"
"Tilia americana"
"Tilia ×euchlora"
"Tilia dasystyla"
"Tilia platyphyllos"
"Tilia platyphyllos"
"Tilia platyphyllos"
"Tilia cordata"
"Tilia ×europaea"
"Althaea officinalis"
"Althaea cannabina"
"Alcea rosea"
"Alcea ficifolia"
"Alcea rugosa"
"Hibiscus trionum"
"Hibiscus syriacus"
"Malva verticillata"
"Malva verticillata"
"Malva ×clementii"
"Malva olbia"
"Malva thuringiaca"
"Malva arborea"
"Malva maroccana"
"Malva nicaeensis"
"Malva pseudolavatera"
"Malva punctata"
"Malva trimestris"
"Malva alcea"
"Malva moschata"
"Malva moschata"
"Malva sylvestris"
"Malva sylvestris"
"Malva neglecta"
"Malva pusilla"
"Malva parviflora"
"Malva setigera"
"Abutilon theophrasti"
"Abutilon ×suntense"
"Abutilon ochsenii"
"Abutilon vitifolium"
"Daphne laureola"
"Daphne mezereum"
"Daphne cneorum"
"Thymelaea passerina"
"Cistus alyssoides"
"Fumana procumbens"
"Tuberaria guttata"
"Helianthemum ×sulphureum"
"Helianthemum apenninum"
"Helianthemum nummularium"
"Helianthemum nummularium"
"Helianthemum nummularium"
"Helianthemum nummularium"
"Helianthemum nummularium"
"Tropaeolum majus"
"Tropaeolum minus"
"Limnanthes douglasii"
"Caylusea abyssinica"
"Reseda odorata"
"Reseda phyteuma"
"Reseda luteola"
"Reseda alba"
"Reseda lutea"
"Cleome hassleriana"
"Chorispora tenella"
"Eruca vesicaria"
"Eruca vesicaria"
"Euclidium syriacum"
"Malcolmia africana"
"Malcolmia flexuosa"
"Matthiola longipetala"
"Matthiola longipetala"
"Matthiola incana"
"Moricandia arvensis"
"Myagrum perfoliatum"
"Sisymbrium erysimoides"
"Sisymbrium runcinatum"
"Sisymbrium septulatum"
"Sisymbrium volgense"
"Sisymbrium officinale"
"Sisymbrium officinale"
"Sisymbrium officinale"
"Sisymbrium austriacum"
"Sisymbrium austriacum"
"Sisymbrium austriacum"
"Sisymbrium austriacum"
"Sisymbrium altissimum"
"Sisymbrium orientale"
"Sisymbrium loeselii"
"Sisymbrium irio"
"Descurainia sophia"
"Descurainia pinnata"
"Alliaria petiolata"
"Isatis tinctoria"
"Bunias erucago"
"Bunias orientalis"
"Erysimum crepidifolium"
"Erysimum repandum"
"Erysimum ×marshallii"
"Erysimum cheiranthoides"
"Erysimum strictum"
"Erysimum virgatum"
"Erysimum odoratum"
"Erysimum cheiri"
"Conringia orientalis"
"Conringia planisiliqua"
"Hesperis matronalis"
"Barbarea vulgaris"
"Barbarea vulgaris"
"Barbarea vulgaris"
"Barbarea vulgaris"
"Barbarea intermedia"
"Barbarea stricta"
"Barbarea verna"
"Rorippa ×armoracioides"
"Rorippa amphibia"
"Rorippa stylosa"
"Rorippa sylvestris"
"Rorippa ×anceps"
"Rorippa palustris"
"Rorippa islandica"
"Rorippa austriaca"
"Nasturtium ×sterile"
"Nasturtium officinale"
"Nasturtium microphyllum"
"Armoracia rusticana"
"Cardamine graeca"
"Cardamine bulbifera"
"Cardamine heptaphylla"
"Cardamine amara"
"Cardamine pratensis"
"Cardamine pratensis"
"Cardamine pratensis"
"Cardamine dentata"
"Cardamine impatiens"
"Cardamine flexuosa"
"Cardamine hirsuta"
"Cardamine occulta"
"Cardamine corymbosa"
"Arabidopsis arenosa"
"Arabidopsis arenosa"
"Arabidopsis arenosa"
"Arabidopsis halleri"
"Arabidopsis thaliana"
"Arabis procurrens"
"Arabis collina"
"Arabis hirsuta"
"Arabis sagittata"
"Arabis planisiliqua"
"Arabis caucasica"
"Turritis glabra"
"Fourraea alpina"
"Pseudoturritis turrita"
"Aubrieta columnae"
"Aubrieta deltoidea"
"Lunaria rediviva"
"Lunaria annua"
"Alyssum montanum"
"Alyssum alyssoides"
"Alyssum murale"
"Aurinia saxatile"
"Lobularia maritima"
"Berteroa incana"
"Draba muralis"
"Draba aizoides"
"Draba acutidentata"
"Draba aquisgranensis"
"Draba kohlscheidensis"
"Draba strigosula"
"Draba glabrescens"
"Draba majuscula"
"Draba verna"
"Draba verna"
"Draba verna"
"Draba verna"
"Cochlearia danica"
"Cochlearia officinalis"
"Cochlearia pyrenaica"
"Cochlearia anglica"
"Camelina sativa"
"Camelina sativa"
"Camelina sativa"
"Camelina microcarpa"
"Neslia paniculata"
"Neslia paniculata"
"Capsella ×gracilis"
"Capsella bursa-pastoris"
"Capsella rubella"
"Hornungia petraea"
"Hornungia alpina"
"Teesdalia nudicaulis"
"Thlaspi alliaceum"
"Thlaspi arvense"
"Microthlaspi perfoliatum"
"Microthlaspi erraticum"
"Noccaea montanum"
"Noccaea caerulescens"
"Noccaea caerulescens"
"Noccaea caerulescens"
"Iberis odorata"
"Iberis sempervirens"
"Iberis amara"
"Iberis amara"
"Iberis amara"
"Iberis intermedia"
"Iberis intermedia"
"Iberis intermedia"
"Iberis umbellata"
"Biscutella laevigata"
"Biscutella laevigata"
"Biscutella laevigata"
"Biscutella laevigata"
"Lepidium africanum"
"Lepidium bonariense"
"Lepidium perfoliatum"
"Lepidium campestre"
"Lepidium heterophyllum"
"Lepidium sativum"
"Lepidium sativum"
"Lepidium sativum"
"Lepidium graminifolium"
"Lepidium latifolium"
"Lepidium ruderale"
"Lepidium virginicum"
"Lepidium densiflorum"
"Lepidium neglectum"
"Lepidium draba"
"Lepidium coronopus"
"Lepidium didymum"
"Subularia aquatica"
"Diplotaxis ×wirtgenii"
"Diplotaxis erucoides"
"Diplotaxis virgata"
"Diplotaxis tenuifolia"
"Diplotaxis muralis"
"Brassica barrelieri"
"Brassica carinata"
"Brassica tournefortii"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica oleracea"
"Brassica napus"
"Brassica napus"
"Brassica napus"
"Brassica rapa"
"Brassica rapa"
"Brassica rapa"
"Brassica juncea"
"Brassica nigra"
"Sinapis dissecta"
"Sinapis alba"
"Sinapis alba"
"Sinapis alba"
"Sinapis arvensis"
"Sinapis arvensis"
"Sinapis arvensis"
"Erucastrum gallicum"
"Erucastrum nasturtiifolium"
"Erucastrum supinum"
"Coincya monensis"
"Coincya monensis"
"Hirschfeldia incana"
"Cakile maritima"
"Cakile maritima"
"Rapistrum rugosum"
"Rapistrum rugosum"
"Rapistrum rugosum"
"Rapistrum rugosum"
"Crambe maritima"
"Crambe hispanica"
"Crambe cordifolia"
"Calepina irregularis"
"Raphanus sativus"
"Raphanus sativus"
"Raphanus sativus"
"Raphanus sativus"
"Raphanus raphanistrum"
"Raphanus raphanistrum"
"Raphanus raphanistrum"
"Raphanus raphanistrum"
"Raphanus raphanistrum"
"Raphanus raphanistrum"
"Raphanus raphanistrum"
"Viscum album"
"Thesium alpinum"
"Thesium pyrenaicum"
"Thesium linophyllon"
"Thesium humifusum"
"Thesium humifusum"
"Thesium humifusum"
"Frankenia pulverulenta"
"Tamarix ramosissima"
"Tamarix gallica"
"Tamarix tetrandra"
"Tamarix parviflora"
"Ceratostigma plumbaginoides"
"Limonium platyphyllum"
"Limonium sinuatum"
"Limonium vulgare"
"Limonium humile"
"Limonium binervosum"
"Limonium dodartii"
"Armeria maritima"
"Armeria maritima"
"Armeria maritima"
"Armeria maritima"
"Armeria arenaria"
"Emex australis"
"Emex spinosa"
"Aconogonon campanulatum"
"Aconogonon divaricatum"
"Aconogonon ×fennicum"
"Aconogonon alpinum"
"Aconogonon weyrichii"
"Muehlenbeckia complexa"
"Oxyria digyna"
"Rumex ×schulzei"
"Rumex ×digeneus"
"Rumex ×knafii"
"Rumex ×abortivus"
"Rumex ×wirtgenii"
"Rumex ×ruhmeri"
"Rumex ×confusus"
"Rumex ×weberi"
"Rumex ×erubescens"
"Rumex ×hybridus"
"Rumex ×steinii"
"Rumex ×duftii"
"Rumex alpinus"
"Rumex brownii"
"Rumex confertus"
"Rumex cristatus"
"Rumex dentatus"
"Rumex fueginus"
"Rumex kerneri"
"Rumex longifolius"
"Rumex pseudonatronatus"
"Rumex stenophyllus"
"Rumex scutatus"
"Rumex acetosella"
"Rumex acetosella"
"Rumex acetosella"
"Rumex acetosella"
"Rumex acetosella"
"Rumex acetosa"
"Rumex rugosus"
"Rumex thyrsiflorus"
"Rumex aquaticus"
"Rumex ×heterophyllus"
"Rumex hydrolapathum"
"Rumex triangulivalvis"
"Rumex patientia"
"Rumex crispus"
"Rumex crispus"
"Rumex sanguineus"
"Rumex sanguineus"
"Rumex sanguineus"
"Rumex conglomeratus"
"Rumex pulcher"
"Rumex pulcher"
"Rumex pulcher"
"Rumex obtusifolius"
"Rumex obtusifolius"
"Rumex obtusifolius"
"Rumex obtusifolius"
"Rumex ×pratensis"
"Rumex maritimus"
"Rumex palustris"
"Polygonum achoreum"
"Polygonum arenarium"
"Polygonum arenarium"
"Polygonum argyrocoleon"
"Polygonum bellardii"
"Polygonum aviculare"
"Polygonum aviculare"
"Polygonum aviculare"
"Polygonum aviculare"
"Polygonum raii"
"Persicaria ×subglandulosa"
"Persicaria ×bicolor"
"Persicaria ×brauniana"
"Persicaria capitata"
"Persicaria filiformis"
"Persicaria nepalensis"
"Persicaria orientalis"
"Persicaria pensylvanica"
"Persicaria hydropiper"
"Persicaria mitis"
"Persicaria minor"
"Persicaria amphibia"
"Persicaria maculosa"
"Persicaria lapathifolia"
"Persicaria lapathifolia"
"Persicaria lapathifolia"
"Persicaria lapathifolia"
"Persicaria lapathifolia"
"Bistorta officinalis"
"Bistorta vivipara"
"Bistorta affinis"
"Bistorta amplexicaulis"
"Rubrivena polystachya"
"Fallopia ×convolvuloides"
"Fallopia baldschuanica"
"Fallopia aubertii"
"Fallopia convolvulus"
"Fallopia convolvulus"
"Fallopia convolvulus"
"Fallopia dumetorum"
"×Reyllopia conollyana"
"Reynoutria compacta"
"Reynoutria japonica"
"Reynoutria sachalinensis"
"Reynoutria ×bohemica"
"Fagopyrum esculentum"
"Fagopyrum tataricum"
"Rheum ×rhabarbarum"
"Rheum rhaponticum"
"Drosera ×obovata"
"Drosera rotundifolia"
"Drosera intermedia"
"Drosera anglica"
"Eudianthe coeli-rosa"
"Lepyrodiclis holosteoides"
"Paronychia argentea"
"Arenaria serpyllifolia"
"Arenaria serpyllifolia"
"Arenaria serpyllifolia"
"Arenaria serpyllifolia"
"Arenaria leptoclados"
"Moehringia trinervia"
"Minuartia mediterranea"
"Minuartia hybrida"
"Minuartia hybrida"
"Minuartia hybrida"
"Minuartia hybrida"
"Minuartia verna"
"Honckenya peploides"
"Stellaria nemorum"
"Stellaria nemorum"
"Stellaria nemorum"
"Stellaria media"
"Stellaria media"
"Stellaria ruderalis"
"Stellaria neglecta"
"Stellaria pallida"
"Stellaria holostea"
